subtaskID,datapointID,answer
1,1094,daily_life
1,641,daily_life
1,1560,daily_life
1,575,daily_life
1,117,daily_life
1,2301,daily_life
1,2761,daily_life
1,1612,daily_life
1,820,daily_life
1,2589,daily_life
1,1749,daily_life
1,2475,daily_life
1,295,daily_life
1,2846,daily_life
1,1852,daily_life
1,2644,daily_life
1,1044,daily_life
1,2544,daily_life
1,1846,daily_life
1,1414,daily_life
1,1183,daily_life
1,921,daily_life
1,704,daily_life
1,599,daily_life
1,196,daily_life
1,1974,daily_life
1,1231,daily_life
1,263,daily_life
1,776,daily_life
1,3095,daily_life
1,10,daily_life
1,2927,daily_life
1,601,daily_life
1,306,daily_life
1,2408,daily_life
1,1478,daily_life
1,2532,daily_life
1,2039,daily_life
1,1338,daily_life
1,1693,daily_life
1,290,daily_life
1,648,daily_life
1,2662,daily_life
1,1942,daily_life
1,2585,daily_life
1,951,daily_life
1,2991,daily_life
1,22,daily_life
1,1237,daily_life
1,536,daily_life
1,1504,daily_life
1,501,daily_life
1,311,daily_life
1,2049,daily_life
1,3070,daily_life
1,1657,daily_life
1,652,daily_life
1,3042,daily_life
1,906,daily_life
1,1252,daily_life
1,531,daily_life
1,541,daily_life
1,751,daily_life
1,1939,daily_life
1,936,daily_life
1,148,daily_life
1,2246,daily_life
1,2868,daily_life
1,545,daily_life
1,1347,daily_life
1,472,daily_life
1,514,daily_life
1,1577,daily_life
1,578,daily_life
1,2515,daily_life
1,938,daily_life
1,2864,daily_life
1,958,daily_life
1,2926,daily_life
1,2726,daily_life
1,628,daily_life
1,924,daily_life
1,2438,daily_life
1,1687,daily_life
1,1108,daily_life
1,352,daily_life
1,1572,daily_life
1,30,daily_life
1,1426,daily_life
1,410,daily_life
1,1267,daily_life
1,2289,daily_life
1,1196,daily_life
1,2856,daily_life
1,2820,daily_life
1,1985,daily_life
1,483,daily_life
1,234,daily_life
1,867,daily_life
1,654,daily_life
1,543,daily_life
1,826,daily_life
1,2560,daily_life
1,1327,daily_life
1,1359,daily_life
1,572,daily_life
1,1643,daily_life
1,1465,daily_life
1,1311,daily_life
1,2395,daily_life
1,849,daily_life
1,2923,daily_life
1,33,daily_life
1,934,daily_life
1,1436,daily_life
1,2579,daily_life
1,1867,daily_life
1,1869,daily_life
1,2608,daily_life
1,2534,daily_life
1,895,daily_life
1,685,daily_life
1,1364,daily_life
1,2535,daily_life
1,1043,daily_life
1,1301,daily_life
1,728,daily_life
1,2241,daily_life
1,2663,daily_life
1,682,daily_life
1,1839,daily_life
1,634,daily_life
1,361,daily_life
1,1087,daily_life
1,1997,daily_life
1,3027,daily_life
1,678,daily_life
1,569,daily_life
1,745,daily_life
1,3117,daily_life
1,2615,daily_life
1,2627,daily_life
1,2989,daily_life
1,2478,daily_life
1,1539,daily_life
1,2343,daily_life
1,1901,daily_life
1,305,daily_life
1,701,daily_life
1,465,daily_life
1,2912,daily_life
1,453,daily_life
1,2037,daily_life
1,2941,daily_life
1,587,daily_life
1,1315,daily_life
1,3168,daily_life
1,296,daily_life
1,1061,daily_life
1,548,daily_life
1,224,daily_life
1,156,daily_life
1,2530,daily_life
1,616,daily_life
1,1310,daily_life
1,1180,daily_life
1,1677,daily_life
1,1955,daily_life
1,2110,daily_life
1,1013,daily_life
1,485,daily_life
1,794,daily_life
1,2552,daily_life
1,118,daily_life
1,1651,daily_life
1,1902,daily_life
1,3163,daily_life
1,298,daily_life
1,104,daily_life
1,2027,daily_life
1,2355,daily_life
1,2686,daily_life
1,2580,daily_life
1,1032,daily_life
1,2887,daily_life
1,2497,daily_life
1,2368,daily_life
1,3169,daily_life
1,2940,daily_life
1,2618,daily_life
1,2520,daily_life
1,2156,daily_life
1,1328,daily_life
1,1948,daily_life
1,582,daily_life
1,1501,daily_life
1,910,daily_life
1,1330,daily_life
1,1980,daily_life
1,3100,daily_life
1,2967,daily_life
1,635,daily_life
1,852,daily_life
1,621,daily_life
1,2340,daily_life
1,2297,daily_life
1,702,daily_life
1,2517,daily_life
1,1222,daily_life
1,2799,daily_life
1,1927,daily_life
1,668,daily_life
1,2883,daily_life
1,1068,daily_life
1,1255,daily_life
1,719,daily_life
1,316,daily_life
1,1549,daily_life
1,1242,daily_life
1,399,daily_life
1,1318,daily_life
1,1396,daily_life
1,1530,daily_life
1,1752,daily_life
1,1784,daily_life
1,2873,daily_life
1,1646,daily_life
1,806,daily_life
1,953,daily_life
1,2728,daily_life
1,880,daily_life
1,39,daily_life
1,2950,daily_life
1,3076,daily_life
1,969,daily_life
1,92,daily_life
1,169,daily_life
1,2932,daily_life
1,1287,daily_life
1,195,daily_life
1,722,daily_life
1,2048,daily_life
1,711,daily_life
1,2249,daily_life
1,909,daily_life
1,1794,daily_life
1,1912,daily_life
1,2299,daily_life
1,2566,daily_life
1,1957,daily_life
1,553,daily_life
1,538,daily_life
1,1379,daily_life
1,2975,daily_life
1,1714,daily_life
1,2705,daily_life
1,2183,daily_life
1,1399,daily_life
1,418,daily_life
1,686,daily_life
1,1725,daily_life
1,1886,daily_life
1,1,daily_life
1,1916,daily_life
1,918,daily_life
1,253,daily_life
1,527,daily_life
1,983,daily_life
1,1697,daily_life
1,2455,daily_life
1,1275,daily_life
1,2833,daily_life
1,1525,daily_life
1,461,daily_life
1,1756,daily_life
1,338,daily_life
1,1686,daily_life
1,380,daily_life
1,2976,daily_life
1,322,daily_life
1,674,daily_life
1,2533,daily_life
1,1764,daily_life
1,2519,daily_life
1,2992,daily_life
1,1739,daily_life
1,2255,daily_life
1,1554,daily_life
1,2877,daily_life
1,1446,daily_life
1,661,daily_life
1,1487,daily_life
1,764,daily_life
1,227,daily_life
1,2360,daily_life
1,2791,daily_life
1,3087,daily_life
1,49,daily_life
1,2889,daily_life
1,2548,daily_life
1,982,daily_life
1,436,daily_life
1,1678,daily_life
1,1284,daily_life
1,2270,daily_life
1,1511,daily_life
1,2884,daily_life
1,1005,daily_life
1,289,daily_life
