subtaskID,datapointID,answer
1,1094,daily_life
1,641,pop_culture
1,1560,pop_culture
1,575,science_&_technology
1,117,sports_&_gaming
1,2301,science_&_technology
1,2761,sports_&_gaming
1,1612,pop_culture
1,820,sports_&_gaming
1,2589,pop_culture
1,1749,sports_&_gaming
1,2475,sports_&_gaming
1,295,pop_culture
1,2846,pop_culture
1,1852,pop_culture
1,2644,pop_culture
1,1044,pop_culture
1,2544,daily_life
1,1846,sports_&_gaming
1,1414,sports_&_gaming
1,1183,pop_culture
1,921,sports_&_gaming
1,704,pop_culture
1,599,sports_&_gaming
1,196,pop_culture
1,1974,sports_&_gaming
1,1231,pop_culture
1,263,pop_culture
1,776,daily_life
1,3095,sports_&_gaming
1,10,pop_culture
1,2927,sports_&_gaming
1,601,daily_life
1,306,daily_life
1,2408,daily_life
1,1478,business_&_entrepreneurs
1,2532,sports_&_gaming
1,2039,daily_life
1,1338,daily_life
1,1693,sports_&_gaming
1,290,pop_culture
1,648,pop_culture
1,2662,pop_culture
1,1942,sports_&_gaming
1,2585,pop_culture
1,951,pop_culture
1,2991,daily_life
1,22,pop_culture
1,1237,pop_culture
1,536,pop_culture
1,1504,pop_culture
1,501,daily_life
1,311,sports_&_gaming
1,2049,pop_culture
1,3070,pop_culture
1,1657,sports_&_gaming
1,652,sports_&_gaming
1,3042,sports_&_gaming
1,906,pop_culture
1,1252,pop_culture
1,531,sports_&_gaming
1,541,pop_culture
1,751,sports_&_gaming
1,1939,sports_&_gaming
1,936,sports_&_gaming
1,148,sports_&_gaming
1,2246,pop_culture
1,2868,daily_life
1,545,sports_&_gaming
1,1347,pop_culture
1,472,pop_culture
1,514,pop_culture
1,1577,sports_&_gaming
1,578,sports_&_gaming
1,2515,sports_&_gaming
1,938,pop_culture
1,2864,sports_&_gaming
1,958,pop_culture
1,2926,pop_culture
1,2726,pop_culture
1,628,pop_culture
1,924,sports_&_gaming
1,2438,sports_&_gaming
1,1687,pop_culture
1,1108,sports_&_gaming
1,352,sports_&_gaming
1,1572,pop_culture
1,30,daily_life
1,1426,pop_culture
1,410,pop_culture
1,1267,sports_&_gaming
1,2289,daily_life
1,1196,daily_life
1,2856,sports_&_gaming
1,2820,sports_&_gaming
1,1985,sports_&_gaming
1,483,pop_culture
1,234,pop_culture
1,867,sports_&_gaming
1,654,daily_life
1,543,business_&_entrepreneurs
1,826,sports_&_gaming
1,2560,sports_&_gaming
1,1327,sports_&_gaming
1,1359,sports_&_gaming
1,572,pop_culture
1,1643,sports_&_gaming
1,1465,daily_life
1,1311,pop_culture
1,2395,pop_culture
1,849,pop_culture
1,2923,pop_culture
1,33,pop_culture
1,934,sports_&_gaming
1,1436,sports_&_gaming
1,2579,pop_culture
1,1867,pop_culture
1,1869,sports_&_gaming
1,2608,sports_&_gaming
1,2534,sports_&_gaming
1,895,sports_&_gaming
1,685,sports_&_gaming
1,1364,daily_life
1,2535,sports_&_gaming
1,1043,sports_&_gaming
1,1301,sports_&_gaming
1,728,sports_&_gaming
1,2241,daily_life
1,2663,sports_&_gaming
1,682,pop_culture
1,1839,pop_culture
1,634,daily_life
1,361,sports_&_gaming
1,1087,sports_&_gaming
1,1997,pop_culture
1,3027,sports_&_gaming
1,678,sports_&_gaming
1,569,sports_&_gaming
1,745,pop_culture
1,3117,science_&_technology
1,2615,pop_culture
1,2627,sports_&_gaming
1,2989,pop_culture
1,2478,pop_culture
1,1539,pop_culture
1,2343,sports_&_gaming
1,1901,pop_culture
1,305,sports_&_gaming
1,701,sports_&_gaming
1,465,pop_culture
1,2912,pop_culture
1,453,daily_life
1,2037,business_&_entrepreneurs
1,2941,pop_culture
1,587,pop_culture
1,1315,science_&_technology
1,3168,pop_culture
1,296,sports_&_gaming
1,1061,sports_&_gaming
1,548,sports_&_gaming
1,224,pop_culture
1,156,sports_&_gaming
1,2530,sports_&_gaming
1,616,pop_culture
1,1310,pop_culture
1,1180,sports_&_gaming
1,1677,pop_culture
1,1955,daily_life
1,2110,sports_&_gaming
1,1013,sports_&_gaming
1,485,pop_culture
1,794,pop_culture
1,2552,sports_&_gaming
1,118,pop_culture
1,1651,pop_culture
1,1902,sports_&_gaming
1,3163,science_&_technology
1,298,daily_life
1,104,science_&_technology
1,2027,science_&_technology
1,2355,pop_culture
1,2686,pop_culture
1,2580,pop_culture
1,1032,sports_&_gaming
1,2887,sports_&_gaming
1,2497,daily_life
1,2368,pop_culture
1,3169,sports_&_gaming
1,2940,daily_life
1,2618,pop_culture
1,2520,sports_&_gaming
1,2156,sports_&_gaming
1,1328,sports_&_gaming
1,1948,sports_&_gaming
1,582,daily_life
1,1501,pop_culture
1,910,pop_culture
1,1330,sports_&_gaming
1,1980,sports_&_gaming
1,3100,science_&_technology
1,2967,pop_culture
1,635,sports_&_gaming
1,852,pop_culture
1,621,sports_&_gaming
1,2340,pop_culture
1,2297,sports_&_gaming
1,702,daily_life
1,2517,daily_life
1,1222,pop_culture
1,2799,pop_culture
1,1927,pop_culture
1,668,science_&_technology
1,2883,pop_culture
1,1068,sports_&_gaming
1,1255,pop_culture
1,719,pop_culture
1,316,pop_culture
1,1549,pop_culture
1,1242,pop_culture
1,399,pop_culture
1,1318,pop_culture
1,1396,daily_life
1,1530,sports_&_gaming
1,1752,pop_culture
1,1784,daily_life
1,2873,pop_culture
1,1646,business_&_entrepreneurs
1,806,sports_&_gaming
1,953,pop_culture
1,2728,sports_&_gaming
1,880,pop_culture
1,39,pop_culture
